Longitude,Latitude,Station Name,Climate ID,Date/Time,Year,Month,Mean Max Temp (°C),Mean Min Temp (°C),Mean Temp (°C),Extr Max Temp (°C),Extr Min Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow Grnd Last Day (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),GeoUID,Region.Name,provincename
-78.73,48.42,MONT BRUN,7085106,2023-01-01,2023,1,-6.65483870967742,-16.287096774193547,,4.3,-35.1,0.0,28.2,28.2,39.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-02-01,2023,2,-7.207142857142857,-20.417857142857144,,4.3,-38.7,3.6,52.2,54.4,61.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-03-01,2023,3,-0.6516129032258065,-13.112903225806452,,7.2,-29.7,0.0,47.4,47.4,62.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-04-01,2023,4,7.8933333333333335,-3.5300000000000002,,25.1,-23.3,94.2,20.0,114.2,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-05-01,2023,5,17.345161290322583,2.883870967741936,,31.0,-5.8,42.4,0.0,42.4,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-06-01,2023,6,23.82,10.066666666666666,,31.7,3.2,63.2,0.0,63.2,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-07-01,2023,7,24.1,11.412903225806453,,32.5,4.4,27.8,0.0,27.8,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-08-01,2023,8,21.570967741935487,9.106451612903227,,26.0,3.0,111.6,0.0,111.6,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-09-01,2023,9,20.88,6.4766666666666675,,30.7,-1.8,88.6,0.0,88.6,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-10-01,2023,10,10.696774193548388,3.225806451612903,,27.6,-11.4,182.8,2.4000000000000004,185.2,0.0,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-11-01,2023,11,-0.7866666666666666,-8.38,,9.5,-21.3,0.0,0.0,0.0,,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2023-12-01,2023,12,-2.167741935483871,-10.535483870967743,,6.8,-27.2,0.0,0.0,0.0,,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.73,48.42,MONT BRUN,7085106,2024-01-01,2024,1,-7.316129032258065,-14.874193548387098,,2.1,-36.1,0.0,0.0,0.0,,0.0,0.0,2486042,Rouyn-Noranda (V),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-01-01,2018,1,-11.351612903225806,-22.81935483870968,-17.10967741935484,7.5,-40.3,0.0,16.6,16.6,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-02-01,2018,2,-7.75,-21.88214285714286,-14.846428571428572,4.4,-40.5,0.0,2.0,2.0,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-03-01,2018,3,-2.238709677419355,-13.693548387096774,,7.5,-32.0,0.0,30.0,30.0,73.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-04-01,2018,4,1.9866666666666668,-10.5,,17.0,-23.0,0.0,3.0,3.0,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-05-01,2018,5,17.81935483870968,1.6580645161290324,,30.5,-7.5,32.199999999999996,0.5,32.699999999999996,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-06-01,2018,6,21.326666666666664,5.553333333333333,,29.0,-2.0,80.5,0.0,80.5,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-07-01,2018,7,26.4,12.683870967741935,,32.0,2.0,99.9,0.0,99.9,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-08-01,2018,8,23.23225806451613,9.761290322580646,,30.0,0.5,119.7,0.0,119.7,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-09-01,2018,9,17.473333333333336,6.04,,27.0,-6.5,104.60000000000001,0.0,104.60000000000001,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-10-01,2018,10,3.9322580645161294,-2.2903225806451615,,17.8,-8.0,131.20000000000002,12.5,143.70000000000002,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-11-01,2018,11,-3.1300000000000003,-10.473333333333333,,4.5,-28.5,15.8,17.0,25.8,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2018-12-01,2018,12,-6.229032258064516,-15.429032258064517,,2.0,-33.2,0.0,5.5,5.5,49.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-01-01,2019,1,-13.674193548387096,-26.26774193548387,,2.0,-43.3,0.0,24.5,24.5,85.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-02-01,2019,2,-9.964285714285714,-24.02857142857143,,2.0,-36.4,0.0,21.0,21.0,115.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-03-01,2019,3,-3.293548387096774,-16.719354838709677,,5.7,-34.0,0.0,1.5,1.5,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-04-01,2019,4,4.043333333333333,-5.97,,12.8,-21.7,0.0,2.5,0.5,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-05-01,2019,5,,,,,,0.0,0.0,0.0,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-06-01,2019,6,20.8,6.4,,31.0,-2.5,85.6,0.0,85.6,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-07-01,2019,7,25.635483870967743,10.600000000000001,,32.5,1.5,81.6,0.0,81.6,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-08-01,2019,8,22.01290322580645,8.558064516129033,,27.0,1.0,106.89999999999999,0.0,106.89999999999999,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-09-01,2019,9,16.25,5.053333333333333,,25.2,-3.5,87.3,0.0,87.3,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-10-01,2019,10,9.748387096774193,1.3096774193548388,,20.5,-4.0,87.5,0.0,87.5,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-11-01,2019,11,-3.55,-9.8,,2.0,-27.5,0.0,38.0,38.0,32.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2019-12-01,2019,12,-6.535483870967742,-16.76774193548387,,1.0,-30.5,0.0,20.0,20.0,50.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-01-01,2020,1,-7.251612903225807,-17.75483870967742,,1.0,-36.5,0.0,22.5,18.0,66.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-02-01,2020,2,-6.520689655172413,-17.73448275862069,,4.0,-38.5,0.0,6.0,6.0,90.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-03-01,2020,3,0.19999999999999998,-13.329032258064515,,10.5,-31.5,0.0,15.0,15.0,86.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-04-01,2020,4,4.876666666666667,-7.053333333333333,,13.0,-21.5,24.2,4.0,28.2,,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-05-01,2020,5,13.638709677419355,0.7806451612903226,,29.6,-10.0,28.0,1.0,29.0,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-06-01,2020,6,21.78666666666667,7.9399999999999995,,32.0,-2.5,55.0,0.0,55.0,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
-78.28,48.8,LAC BERRY,709CEE9,2020-07-01,2020,7,25.63703703703704,12.861290322580645,,33.0,4.5,164.4,0.0,164.4,0.0,0.0,0.0,2488070,Berry (MÉ),Quebec
